Region,Date,Title,Summary
Americas,23 Feb 2024,Q&A: SARS-CoV-2 in Latin America and the Caribbean 4 years later,"Washington, DC, February 23, 2024 (PAHO) — On February 26, 2020, Brazil recorded the first case of COVID-19 in its territory, marking the beginning of the pandemic in Latin America and the Caribbean. Since its emergence on December 30, 2019, in Wuhan, China, the SARS-CoV-2 virus left a devastating trail globally, with 774 million cases and 7…"
Americas,20 Feb 2024,PAHO calls for strengthened measures against Aedes aegypti mosquitoes to combat dengue,"Washington, DC, February 20, 2024 (PAHO)- In a new epidemiological alert, the Pan American Health Organization (PAHO) reiterated its call to countries in the Americas to intensify efforts and actions to control the Aedes aegypti mosquito, the main vector that transmits dengue fever. The call comes in response to a significant increase in number of…"
Americas,16 Feb 2024,PAHO convenes fourth meeting with countries of the Americas on future global pandemic instrument,"Geneva, Switzerland, February 16, 2024 (PAHO)- The Pan American Health Organization (PAHO) convened countries of the Americas for a meeting in Geneva, Switzerland, to discuss progress in the negotiations for a possible future global pandemic accord. The objective of the two-day meeting last week was to review the fundamental components of the…"
Americas,15 Feb 2024,PAHO partners with St Jude Children’s Research Hospital to improve access to medicines for childhood cancer in Latin America and the Caribbean,Washington D.C. 15 February 2024 – The Pan American Health Organization (PAHO) has announced a new partnership agreement with St. Jude Children’s Research Hospital to help strengthen equitable access to cancer medications for children in Latin America and the Caribbean. The four-year agreement will focus on the provision of quality medicines…
Americas,7 Feb 2024,"PAHO, WHO directors meet President Lula to discuss priority health issues for Brazil, the Americas and the world","Brasilia, February 7, 2024 - On an official visit to Brazil, the Director of the Pan American Health Organization (PAHO), Jarbas Barbosa, and the Director-General of the World Health Organization (WHO), Tedros Adhanom Ghebreyesus, met on Monday 5 February with the President of the Republic of Brazil, Luiz Inácio Lula da Silva, and the country's…"
Americas,6 Feb 2024,CEPI and PAHO collaborate to boost regional preparedness against diseases with epidemic or pandemic potential,"Oslo, Norway, Washington, D.C, USA, 6 February 2024 - The Coalition for Epidemic Preparedness Innovations (CEPI) and the Pan American Health Organization (PAHO) have signed a Memorandum of Understanding to strengthen collaboration between the two organizations as they strive to enhance regional epidemic and pandemic preparedness, and to…"
Americas,1 Feb 2024,"Global cancer burden growing, amidst mounting need for services","1 February 2024, Lyon, France; Geneva, Switzerland — Ahead of World Cancer Day, the World Health Organization (WHO)’s cancer agency, the International Agency for Research on Cancer (IARC), released the latest estimates of the global burden of cancer. WHO also published survey results from 115 countries, showing a majority of…"
Americas,31 Jan 2024,PAHO releases toolkit to enhance management of cardiovascular risk and hypertension in the Americas,"In the region, about one-third of people with hypertension have it under control Washington, DC, January 31, 2024 (PAHO) - The Pan American Health Organization (PAHO) recently published HEARTS in the Americas: Compendium of essential clinical tools 2023, a collection of resources aimed at assisting healthcare teams in improving the management of…"
Americas,31 Jan 2024,PAHO calls for renewed surveillance and increased vaccination efforts as measles cases rise globally,"Washington, DC, January 30, 2024 (PAHO)- The Pan American Health Organization (PAHO) published an epidemiological alert urging countries to intensify vaccination activities, epidemiological surveillance, and rapid response preparedness for possible measles outbreaks in the region, given the increase in cases worldwide and the detection of imported…"
Americas,27 Jan 2024,"Antimicrobial resistance, and climate change key issues for the Americas at 154th WHO Executive Board","Geneva, Switzerland, 27 January 2024 (PAHO) – Accelerating action to tackle the escalating threat posed by antimicrobial resistance (AMR) and ensuring that health equity is taken into consideration in national climate change adaptation and mitigation efforts were among the top issues discussed at the World Health Organization’s 154th Executive…"
Americas,25 Jan 2024,PAHO and International Hospital Federation sign agreement to strengthen hospital management in the Americas,"Washington DC, 25 January 2024 (PAHO)- The Pan American Health Organization (PAHO) and the International Hospital Federation (IHF) signed a technical cooperation agreement to strengthen hospital management capacity in the region, especially in Latin America and the Caribbean. The collaboration will focus on three core aims: supporting the…"
Americas,22 Jan 2024,"WHO Executive Board opens today to discuss priority topics, including health emergencies, antimicrobial resistance, climate change, and universal health","Geneva, Switzerland, 22 January 2024 (PAHO) – The 154th Session of the World Health Organization (WHO) Executive Board kicked off today in Geneva, Switzerland. During the week, members of the Board will discuss over 40 health topics, including WHO’s 14th General Programme of Work (GPW14); health emergency prevention, preparedness and response;…"
Americas,16 Jan 2024,Tobacco use declines despite tobacco industry efforts to jeopardize progress,"Geneva, 16 January 2024 — Globally there are 1.25 billion adult tobacco users, according to the latest estimates in the World Health Organization (WHO) tobacco trends report out today. Trends in 2022 show a continued decline in tobacco use rates globally. With about 1 in 5 adults worldwide consuming tobacco compared to 1 in 3 in 2000. The report…"
Americas,15 Jan 2024,Launch of WHO's Health Emergency Appeal 2024: funding requirements and priorities for the Americas.,"January 15, 2024. The World Health Organization (WHO) has officially launched its 2024 Health Emergency Appeal in a high-level livestreamed event on Monday 15 January 2024. The Appeal, which targets over 166 million people who will require health assistance in 2024, aims to enable response to 41 ongoing health crises and deliver critical…"
Americas,11 Jan 2024,National Road Safety Council Review Meeting Highlights Urgency for Comprehensive Action to Stem Road Fatalities in Jamaica,"Kingston, Jamaica, January 11, 2024 (PAHO) – The concern about the persistently high rates of road traffic deaths on Jamaica's roads took center stage at today's National Road Safety Council (NRSC) Review Meeting in Kingston. Despite proactive efforts by the government through the NRSC, the death toll remains alarmingly high each year.…"
Americas,10 Jan 2024,Epidemiological Update: Circulation of SARS-CoV-2 and other respiratory viruses in the Americas,"Washington, D.C., January 10, 2024 (PAHO) - The Pan American Health Organization (PAHO) this week issued an epidemiological update on respiratory viruses in the Region of the Americas. The update provides recommendations for maintaining surveillance of these viruses and strengthening health systems response, particularly given the current…"
Americas,27 Dec 2023,"2023 Highlights - PAHO focuses on primary health care, communicable diseases, and pandemic preparedness","Washington D.C. 27 December 2023 (PAHO) – As the year draws to a close, it is time to reflect upon some of highlights from the Pan American Health Organization (PAHO), as well as major advances towards health in the Region of the Americas: Dr. Barbosa begins his tenure as PAHO Director – On 31st January, Dr. Jarbas Barbosa was sworn in as new…"
Americas,18 Dec 2023,Four Latin American countries use thermotherapy to treat cutaneous leishmaniasis in vulnerable populations,"Washington, DC, 18 December 2023 (PAHO)- With the support of the Pan American Health Organization (PAHO), Ecuador, Honduras, Nicaragua, and Venezuela have begun to implement new therapies to treat cutaneous leishmaniasis, a disease that affects around 42,000 people each year in Latin America and which can leave disfiguring scars. Leishmaniasis is…"
Americas,14 Dec 2023,Urgent action needed to protect children and prevent the uptake of e-cigarettes,"Geneva, 14 December 2023 (WHO) — Urgent action is needed to control e-cigarettes to protect children, as well as non-smokers and minimize health harms to the population. E-cigarettes as consumer products are not shown to be effective for quitting tobacco use at the population level. Instead, alarming evidence has emerged on adverse population…"
Americas,13 Dec 2023,"Despite notable progress, road safety remains urgent global issue","Geneva, 13 December 2023 - The annual number of road traffic deaths fell slightly to 1.19 million per year, according to the latest WHO report. Yet with more than 2 deaths occurring per minute and over 3200 per day, road traffic crashes remain the leading killer of children and youth aged 5–29 years. The latest WHO global status report on…"
Americas,12 Dec 2023,PAHO Director highlights efforts of the Americas to recover public health gains lost during the pandemic,"Washington, DC, 12 December 2023 (PAHO)- On the occasion of Universal Health Day (also called Universal Health Coverage Day), Pan American Health Organization (PAHO) Director, Dr. Jarbas Barbosa, highlighted the efforts made by countries of the Americas to recover public health gains lost due to the COVID-19 pandemic. These efforts include…"
Americas,6 Dec 2023,"PAHO Director meets with high-level authorities in Uruguay, highlights strengths of country's health system","Montevideo, 6 December 2023 (PAHO) - The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, visited Uruguay this week where he met with senior government officials, legislators and deans of medical schools. The PAHO Director also visited hospitals and health centers and attended the Regional Forum: Alliance for Primary…"
Americas,6 Dec 2023,WHO calls on countries to increase taxes on alcohol and sugary sweetened beverages,"Geneva, 5 December 2023 - The World Health Organization (WHO) is releasing today new data that show a low global rate of taxes being applied to unhealthy products such as alcohol and sugary sweetened beverages (SSBs). The findings highlight that the majority of countries are not using taxes to incentivize healthier behaviours. To help…"
Americas,5 Dec 2023,"At COP28, PAHO Assistant Director calls for regional solidarity to address health impacts of “triple planetary crisis” of climate change, biodiversity loss, and pollution","Dubai, United Arab Emirates, 4 December 2023 (PAHO) – The Assistant Director of the Pan American Health Organization (PAHO), Dr. Rhonda Sealey-Thomas, has urged countries of the Americas to ensure the health impacts of climate change are taken on board as they continue to rebuild and strengthen health systems in the aftermath of the COVID-19…"
Americas,4 Dec 2023,"PAHO, IDB and World Bank launch alliance to strengthen primary health care in the Americas","Montevideo, Uruguay, December 4, 2023– The Pan American Health Organization (PAHO), the Inter-American Development Bank (IADB) and the World Bank (WB) today launched the Alliance for Primary Health Care in the Americas, a collaboration to boost investment, innovation and implementation of policies and initiatives aimed at transforming health…"
Americas,1 Dec 2023,"Statement on the passing of PAHO Director Emeritus, Dr. Carissa F. Etienne","December 1, 2023 It is with great sorrow that the Pan American Health Organization (PAHO) informs of the passing of Director Emeritus Dr. Carissa F. Etienne. Dr. Carissa F. Etienne, a native of Dominica, served as Director of PAHO and World Health Organization (WHO) Regional Director for the Americas from February 2013 to January 2023. “…"
Americas,30 Nov 2023,PAHO and UNAIDS highlight key role of communities in advancing towards the elimination of AIDS as a public health problem,"Washington, DC./Panama City, 30 November 2023 (PAHO) – On World AIDS Day (December 1), the Pan American Health Organization (PAHO) and the Joint United Nations Program on HIV/AIDS (UNAIDS) highlight the key role of communities and civil society in the provision of HIV information and services, such as testing, prevention and treatment, in…"
Americas,23 Nov 2023,Health needs to be front and centre of national plans to fight climate change,"Geneva, 23 November, 2023 (WHO)—Ahead of the UN Climate Change Conference (COP-28), WHO has published its “2023 review of health in nationally determined contributions and long-term strategies” highlighting the actions needed to ensure that people’s health is fully prioritised and integrated into national plans to fight climate change.…"
Americas,17 Nov 2023,Improving Child and Adolescent Health in the Americas with a Focus on Equity: PAHO Director,"Washington, DC, November 17, 2023 (PAHO)- Following the impact of the COVID-19 pandemic in the Americas, there is a need to prioritize and improve child and adolescent health and development in countries in the region, the Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa said in an event today, emphasizing the importance…"
Americas,14 Nov 2023,PAHO calls for strengthening primary care services to provide timely and quality care for people with diabetes,"Mexico City, Nov. 14, 2023 (PAHO)- On World Diabetes Day, the Pan American Health Organization (PAHO) called for strengthening primary health care services for people with diabetes to prevent complications that can cause disability and premature death from the disease.  ""The time has come to strengthen primary health care services to provide…"
Americas,13 Nov 2023,PAHO Director signs cooperation agreement with AECID during official visit to Spain,"Dr. Barbosa also participated in the launch of the Pan-Hispanic Dictionary of Medical Terminology in Madrid, following a two-day visit to the European Union to discuss priority health topics for the Americas. Madrid, 13 November 2023 (PAHO) – The Pan American Health Organization (PAHO) Director, Dr. Jarbas Barbosa, today signed a memorandum of…"
Americas,9 Nov 2023,"New UN report: 43.2 million people suffer from hunger in Latin America and the Caribbean, and the region has higher levels of overweight and obesity than the global estimate","The Regional Overview 2023 indicates that, despite halting the upward trend in the last period, hunger levels in the region remain above the 2019 figures prior to the outbreak of COVID-19. In addition, 8.6% of children under five years of age are overweight. Santiago, Chile, November 9, 2023– The new United Nations report, Regional Overview…"
Americas,7 Nov 2023,Tuberculosis response recovering from pandemic but accelerated efforts needed to meet new targets,7 November 2023 (PAHO)- The World Health Organization (WHO) 2023 Global tuberculosis (TB) report underscores a significant worldwide recovery in the scale-up of TB diagnosis and treatment services in 2022. It shows an encouraging trend starting to reverse the detrimental effects of COVID- 19 disruptions on TB services. Featuring data from 192…
Americas,3 Nov 2023,PAHO announces Malaria Champions of the Americas 2023,"Washington, DC, 3 November, 2023 (PAHO) – The Dominican Republic, Belize and Suriname, as well as the Mexican state of Quintana Roo and the Brazilian city of Manaus, were today awarded the 2023 Pan American Health Organization (PAHO) Malaria Champions of the Americas prize for their sustained actions towards malaria elimination in the Region. The…"
Americas,31 Oct 2023,PAHO and European Union discuss main health challenges in the Americas,"Washington D.C., 31 October 2023 (PAHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, today received Members of the Public Health Subcommittee of the European Parliament at PAHO's headquarters in Washington DC to discuss health priorities, successes, challenges in the region of the Americas.  The European…"
Americas,30 Oct 2023,"With over 2.5 million users, PAHO's Virtual Campus for Public Health celebrates 20 years of operation","Washington D.C., 30 October 2023 (PAHO)- The Pan American Health Organization (PAHO) today commemorated 20 years of operation of its Virtual Public Health Campus (VCPH), highlighting its fundamental contribution to virtual health education. Today, the Campus has over 2.5 million users. ""When we look back to the year 2003 and remember the launch…"
Americas,26 Oct 2023,Cinema and health come together in a special showing in Mexico City,"Mexico City, October 26, 2023 (PAHO/WHO) - Films that reflect on health and health challenges are being shown this week in Mexico City as part of the ""Cinema and Health"" festival, organized by the Pan American Health Organization (PAHO) and the Mexican Social Security Institute (IMSS). The festival will showcase 11 short films from countries in…"
Americas,24 Oct 2023,PAHO Director: Improving access to medicines and health technologies key to achieving universal health,"Mexico City, 24 October 2023 (PAHO)- During his visit to Mexico, the Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, underscored that the COVID-19 crisis brought to the fore the need to diversify the production of healthcare technologies to ensure equitable access and advance towards universal health in the Americas.…"
Americas,18 Oct 2023,PAHO joins forces with Canada to reverse declining immunization against vaccine-preventable diseases in Haiti,"Washington, D.C., 18 October 2023 (PAHO) – The Pan American Health Organization (PAHO) and the Government of Canada announced today the launch of a joint initiative to support Haiti to expand vaccination against potentially lethal vaccine-preventable diseases, including polio, measles, diphtheria and tetanus The partnership, which is part of…"
Americas,17 Oct 2023,IARC and PAHO launch the 1st edition of the Latin America and the Caribbean Code Against Cancer,"Lyon, France / Washington DC, 17 October 2023 – The Pan American Health Organization (PAHO) and the International Agency for Research on Cancer (IARC) today launched the first edition of the Latin America and the Caribbean Code Against Cancer. The new Code, which forms part of the World Code Against Cancer, aims to help reduce the burden of cancer…"
Americas,17 Oct 2023,PAHO Director underscores transatlantic partnerships to address present and future health challenges,"Berlin, Germany, 17 October 2023 (PAHO) - At the 2023 World Health Summit in Berlin, the Pan American Health Organization (PAHO) Director, Jarbas Barbosa, highlighted the need for strong partnerships across regions to increase health access and equity, especially as countries work to increase preparedness and response to future health threats. “…"
Americas,7 Nov 2023,Tuberculosis response recovering from pandemic but accelerated efforts needed to meet new targets,7 November 2023 (PAHO)- The World Health Organization (WHO) 2023 Global tuberculosis (TB) report underscores a significant worldwide recovery in the scale-up of TB diagnosis and treatment services in 2022. It shows an encouraging trend starting to reverse the detrimental effects of COVID- 19 disruptions on TB services. Featuring data from 192…
Americas,3 Nov 2023,PAHO announces Malaria Champions of the Americas 2023,"Washington, DC, 3 November, 2023 (PAHO) – The Dominican Republic, Belize and Suriname, as well as the Mexican state of Quintana Roo and the Brazilian city of Manaus, were today awarded the 2023 Pan American Health Organization (PAHO) Malaria Champions of the Americas prize for their sustained actions towards malaria elimination in the Region. The…"
Americas,31 Oct 2023,PAHO and European Union discuss main health challenges in the Americas,"Washington D.C., 31 October 2023 (PAHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, today received Members of the Public Health Subcommittee of the European Parliament at PAHO's headquarters in Washington DC to discuss health priorities, successes, challenges in the region of the Americas.  The European…"
Americas,30 Oct 2023,"With over 2.5 million users, PAHO's Virtual Campus for Public Health celebrates 20 years of operation","Washington D.C., 30 October 2023 (PAHO)- The Pan American Health Organization (PAHO) today commemorated 20 years of operation of its Virtual Public Health Campus (VCPH), highlighting its fundamental contribution to virtual health education. Today, the Campus has over 2.5 million users. ""When we look back to the year 2003 and remember the launch…"
Americas,26 Oct 2023,Cinema and health come together in a special showing in Mexico City,"Mexico City, October 26, 2023 (PAHO/WHO) - Films that reflect on health and health challenges are being shown this week in Mexico City as part of the ""Cinema and Health"" festival, organized by the Pan American Health Organization (PAHO) and the Mexican Social Security Institute (IMSS). The festival will showcase 11 short films from countries in…"
Americas,24 Oct 2023,PAHO Director: Improving access to medicines and health technologies key to achieving universal health,"Mexico City, 24 October 2023 (PAHO)- During his visit to Mexico, the Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, underscored that the COVID-19 crisis brought to the fore the need to diversify the production of healthcare technologies to ensure equitable access and advance towards universal health in the Americas.…"
Americas,18 Oct 2023,PAHO joins forces with Canada to reverse declining immunization against vaccine-preventable diseases in Haiti,"Washington, D.C., 18 October 2023 (PAHO) – The Pan American Health Organization (PAHO) and the Government of Canada announced today the launch of a joint initiative to support Haiti to expand vaccination against potentially lethal vaccine-preventable diseases, including polio, measles, diphtheria and tetanus The partnership, which is part of…"
Americas,17 Oct 2023,IARC and PAHO launch the 1st edition of the Latin America and the Caribbean Code Against Cancer,"Lyon, France / Washington DC, 17 October 2023 – The Pan American Health Organization (PAHO) and the International Agency for Research on Cancer (IARC) today launched the first edition of the Latin America and the Caribbean Code Against Cancer. The new Code, which forms part of the World Code Against Cancer, aims to help reduce the burden of cancer…"
Americas,17 Oct 2023,PAHO Director underscores transatlantic partnerships to address present and future health challenges,"Berlin, Germany, 17 October 2023 (PAHO) - At the 2023 World Health Summit in Berlin, the Pan American Health Organization (PAHO) Director, Jarbas Barbosa, highlighted the need for strong partnerships across regions to increase health access and equity, especially as countries work to increase preparedness and response to future health threats. “…"
Americas,12 Oct 2023,"Dr. Rhonda Sealey-Thomas, a citizen of Antigua and Barbuda is sworn in as PAHO/WHO Assistant Director","Washington D.C. 12 October 2023 (PAHO/WHO) – Dr. Rhonda Sealey-Thomas, a citizen of Antigua and Barbuda, was sworn in today as the new Assistant Director of the Pan American Health Organization (PAHO), Regional Office for the Americas of the World Health Organization (WHO). Dr. Sealey-Thomas holds a Bachelor of Medicine, Bachelor of Surgery…"
Americas,12 Oct 2023,"Young people from Brazil, Chile, Colombia, Cuba, Peru, and Mexico win the PAHO Youth Voices 2023 Contest","The winning submissions will be shared and displayed on the contest website and PAHO’s communication platforms. Washington, D.C., 11 October 2023. Nine young people from Brazil, Chile, Colombia, Cuba, Peru and Mexico have won the Pan American Health Organization’s (PAHO) Youth Voices Contest, which asked adolescents and young people between…"
Americas,5 Oct 2023,V World Summit on Mental Health: PAHO Director urges guaranteed access to services and care without stigma or discrimination,"Buenos Aires, 5 October 2023 (PAHO/WHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa today urged countries to ensure that “all people have access to quality mental health care and services, based on human rights and free of stigma and discrimination.” Speaking at the inauguration of the 5th World Mental Health…"
Americas,4 Oct 2023,PAHO seeks to strengthen pharmaceutical services in the Americas,"Buenos Aires, 4 October 2023 (PAHO)- The Pan American Health Organization (PAHO) today presented a new tool to assess the quality of pharmaceutical service provision and launched a network to share information and facilitate collaboration among countries. This aims to improve the quality of pharmacies in the Region through the primary health care…"
Americas,3 Oct 2023,PAHO Director meets with President of Argentina to discuss regional vaccine development and other priority health issues,"Buenos Aires, 3 October 2023 (PAHO/WHO) – The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, today met with the President of Argentina, Alberto Fernandez, where they discussed the need to strengthen the production of vaccines and medical supplies in Latin America and the Caribbean in order to ensure regional self…"
Americas,2 Oct 2023,PAHO advances technical cooperation with Argentina to strengthen regional production of mRNA vaccines,"Under the new agreement, the National Administration of Laboratories and Health Institutes (ANLIS-Malbrán) will develop lipid nanoparticles, essential elements for national vaccine production. Buenos Aires, 2 October 2023 (PAHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa today signed a new agreement with…"
Americas,28 Sep 2023,"At PAHO’s 60th Directing Council, health authorities of the Americas agree to take urgent action to recuperate gains lost during COVID-19 pandemic","Washington D.C. 28 September 2023 – The 60th Directing Council of the Pan American Health Organization, which was convened in the United States capital from 25-28 September, concluded today. During the meeting, ministers and high-level health authorities from the Americas, adopted 12 resolutions to strengthen health policies in the Americas and…"
Americas,28 Sep 2023,PAHO Director calls for urgent actions to reduce health inequities in the Americas,"Washington, D.C., September 28, 2023 ― While countries of the Americas have adopted mandates to improve health equity, progress has been “limited and slow,” warned Pan American Health Organization (PAHO) Director, Dr Jarbas Barbosa. Countries must implement “urgent actions” to accelerate the reduction of health inequities, particularly given the…"
Americas,28 Sep 2023,Countries discuss progress in access to sexual and reproductive health in the Americas,"Washington, DC, September 28, 2023 (PAHO) — During the 60th Directing Council of the Pan American Health Organization (PAHO), health authorities from countries in the Americas approved a report on access to sexual and reproductive health in the region. The document presents the current status of sexual and reproductive health (SHR)…"
Americas,12 Oct 2023,"Dr. Rhonda Sealey-Thomas, a citizen of Antigua and Barbuda is sworn in as PAHO/WHO Assistant Director","Washington D.C. 12 October 2023 (PAHO/WHO) – Dr. Rhonda Sealey-Thomas, a citizen of Antigua and Barbuda, was sworn in today as the new Assistant Director of the Pan American Health Organization (PAHO), Regional Office for the Americas of the World Health Organization (WHO). Dr. Sealey-Thomas holds a Bachelor of Medicine, Bachelor of Surgery…"
Americas,12 Oct 2023,"Young people from Brazil, Chile, Colombia, Cuba, Peru, and Mexico win the PAHO Youth Voices 2023 Contest","The winning submissions will be shared and displayed on the contest website and PAHO’s communication platforms. Washington, D.C., 11 October 2023. Nine young people from Brazil, Chile, Colombia, Cuba, Peru and Mexico have won the Pan American Health Organization’s (PAHO) Youth Voices Contest, which asked adolescents and young people between…"
Americas,5 Oct 2023,V World Summit on Mental Health: PAHO Director urges guaranteed access to services and care without stigma or discrimination,"Buenos Aires, 5 October 2023 (PAHO/WHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa today urged countries to ensure that “all people have access to quality mental health care and services, based on human rights and free of stigma and discrimination.” Speaking at the inauguration of the 5th World Mental Health…"
Americas,4 Oct 2023,PAHO seeks to strengthen pharmaceutical services in the Americas,"Buenos Aires, 4 October 2023 (PAHO)- The Pan American Health Organization (PAHO) today presented a new tool to assess the quality of pharmaceutical service provision and launched a network to share information and facilitate collaboration among countries. This aims to improve the quality of pharmacies in the Region through the primary health care…"
Americas,3 Oct 2023,PAHO Director meets with President of Argentina to discuss regional vaccine development and other priority health issues,"Buenos Aires, 3 October 2023 (PAHO/WHO) – The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, today met with the President of Argentina, Alberto Fernandez, where they discussed the need to strengthen the production of vaccines and medical supplies in Latin America and the Caribbean in order to ensure regional self…"
Americas,2 Oct 2023,PAHO advances technical cooperation with Argentina to strengthen regional production of mRNA vaccines,"Under the new agreement, the National Administration of Laboratories and Health Institutes (ANLIS-Malbrán) will develop lipid nanoparticles, essential elements for national vaccine production. Buenos Aires, 2 October 2023 (PAHO)- The Director of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa today signed a new agreement with…"
Americas,28 Sep 2023,"At PAHO’s 60th Directing Council, health authorities of the Americas agree to take urgent action to recuperate gains lost during COVID-19 pandemic","Washington D.C. 28 September 2023 – The 60th Directing Council of the Pan American Health Organization, which was convened in the United States capital from 25-28 September, concluded today. During the meeting, ministers and high-level health authorities from the Americas, adopted 12 resolutions to strengthen health policies in the Americas and…"
Americas,28 Sep 2023,PAHO Director calls for urgent actions to reduce health inequities in the Americas,"Washington, D.C., September 28, 2023 ― While countries of the Americas have adopted mandates to improve health equity, progress has been “limited and slow,” warned Pan American Health Organization (PAHO) Director, Dr Jarbas Barbosa. Countries must implement “urgent actions” to accelerate the reduction of health inequities, particularly given the…"
Americas,28 Sep 2023,Countries discuss progress in access to sexual and reproductive health in the Americas,"Washington, DC, September 28, 2023 (PAHO) — During the 60th Directing Council of the Pan American Health Organization (PAHO), health authorities from countries in the Americas approved a report on access to sexual and reproductive health in the region. The document presents the current status of sexual and reproductive health (SHR)…"
Americas,27 Sep 2023,PAHO Director launches Better Care for NCDs: a new initiative to improve diagnosis and treatment of noncommunicable diseases through Primary Health Care,"Washington, DC, September 27, 2023 (PAHO)- The Pan American Health Organization (PAHO) Director, Dr. Jarbas Barbosa today launched a new initiative, Better Care for NCDs: Accelerating Actions in Primary Health Care, to expand access to non-communicable disease (NCD) services within Primary Health Care systems. The launch took place during an event…"
Americas,27 Sep 2023,PAHO Directing Council endorse new regional strategy to improve mental health and prevent suicide,"Washington, DC, September 27, 2023 (PAHO)- Health authorities at the 60th Directing Council of the Pan American Health Organization (PAHO) today approved a new regional strategy aimed at improving mental health and suicide prevention in the Americas and mobilizing resources to respond to the demand for care. The new strategy responds to the…"
Americas,26 Sep 2023,PAHO gives new impetus to initiative to eliminate more than 30 communicable diseases following negative impact of COVID-19 pandemic,"Washington, DC, 26 September 2023 (PAHO)- The Pan American Health Organization's (PAHO) Elimination Initiative, which seeks to put an end to more than 30 communicable diseases and related conditions in Latin America and the Caribbean, received new impetus today at a session held on the sidelines of the 60th Directing Council of the regional public…"
Americas,26 Sep 2023,"Health ministers agree on new policy to prevent and control noncommunicable diseases in children, adolescents, and young people","Washington, D.C., 26 September 2023 (PAHO)—Ministers and high-level health authorities in the Region of the Americas today agreed to promote a series of interventions targeted at children, adolescents, and young adults aimed at preventing the development of noncommunicable diseases (NCDs), which are the leading causes of ill health, disability,…"
Americas,26 Sep 2023,Countries of the Americas agree to strengthen human resources for health to achieve resilient health systems,Washington D.C. 26 September 2023 (PAHO) – Health authorities of the Region of the Americas agreed today to a series of actions to strengthen human resources for health so that they can contribute to the development of resilient health systems and the recovery of public health gains that were eroded during the COVID-19 pandemic. The Policy On The…
Americas,26 Sep 2023,Cuban Doctor Receives PAHO Award for Health Services Management and Leadership,"Washington, D.C., 26 September 2023 (PAHO)- The PAHO Award for Health Services Management and Leadership 2023 has been awarded to Dr. Alfredo Darío Espinosa Brito, of Cuba, for his service to public health. The award ceremony took place during the 60th Directing Council of the Pan American Health Organization (PAHO), which is being held this week…"
Americas,25 Sep 2023,Charting a resilient future: learning from COVID-19 for a safer tomorrow,"Washington, DC, Septembre 25, 2023 (PAHO) – Efforts to improve pandemic prevention, preparedness and response, were top of the agenda today at a briefing session held on the sidelines of the Pan-American Health Organization’s (PAHO) 60th Directing Council. During the session, PAHO presented its follow-up plan to an external evaluation of its…"
Americas,25 Sep 2023,PAHO Director's Annual Report highlights lessons learned from the pandemic,"Washington, DC, September 25, 2023 (PAHO)- At the opening of the Pan American Health Organization (PAHO) 60th Directing Council, Director Jarbas Barbosa presented the organization's annual report, which summarizes the technical cooperation provided to member countries, and underlines the lessons learned from the COVID-19 pandemic and its impacts…"
Americas,25 Sep 2023,"PAHO Director opens 60th Directing Council, reflects on progress towards five priority areas of work","Washington D.C. 25 September 2023, (PAHO) – At the opening of the 60th Directing Council of the Pan American Health Organization (PAHO), Dr. Jarbas Barbosa, PAHO Director, reflected on post-pandemic recovery in the Americas, and committed to strengthened action at the country level to address regional health priorities.   While “my early…"
Americas,25 Sep 2023,PAHO convenes ministers of Health of the Americas to discuss Health priorities for the Region,"Representatives will seek to reach agreements to prevent and control non-communicable diseases in children, adolescents, and young people, and to reduce the suicide rate, which increased by 17% between 2000 and 2019, among other issues. Washington, DC, September 20, 2023 (PAHO)- Ministers of Health and other high-level authorities from the…"
Americas,24 Sep 2023,PAHO Director Urges Caribbean Health Ministers to Utilize Collective Action,"Bridgetown, Barbados, 24 September 2023 (PAHO/WHO) - Caribbean Ministers of Heath have been urged to utilize collective action to strengthen their healthcare systems, adopt sustainable practices that protect the environment and promote healthy living, and prioritize equity in healthcare delivery. Pan American Health Organization (PAHO) Director,…"
Americas,22 Sep 2023,PAHO and Vital Strategies agree to bolster evidence-based approaches to advance public health in the Americas,"New York City, September 22, 2023 (PAHO) - The Pan American Health Organization (PAHO) and Vital Strategies today signed a new partnership agreement to improve the use of data and evidence to address health challenges in the Americas. ""In an increasingly data-driven world, it is critical that we harness the power of data to inform health policies…"
Americas,22 Sep 2023,World leaders commit to new targets to end TB,"New York, 22 September 2023 — World leaders at the United Nations General Assembly’s High-Level Meeting on Tuberculosis have approved a Political Declaration with ambitious new targets for the next five years to advance the global efforts towards ending the TB epidemic. The targets include reaching 90% of people with TB prevention and care…"
